,CarPlate,Price,Company,Number,Number of digits,Front Characters,Suffix characters,Total number of characters,Same digit througout,Sub repeated digits,Auspicious,Antique,suffix_number,first_letter,Price Range,Natural_break,number_group,antique_Sub_repeated_digits,First Letter
1700,SJF97X,6800,SGCarMart,97,2,SJF,X,6,0,0,0,0,4,18,6,2,2,0,S
1701,SMS400A,6800,SGCarMart,400,3,SMS,A,7,0,1,0,0,1,18,6,2,5,1,S
1702,SJR34P,6800,SGCarMart,34,2,SJR,P,6,0,0,0,0,9,18,6,2,1,0,S
1703,SKG47Z,6800,SGCarMart,47,2,SKG,Z,6,0,0,0,0,2,18,6,2,1,0,S
1704,SKG92S,6800,SGCarMart,92,2,SKG,S,6,0,0,0,0,7,18,6,2,2,0,S
1705,SND56C,6800,SGCarMart,56,2,SND,C,6,0,0,0,0,18,18,6,2,1,0,S
1706,SDB87S,6800,CarPlateMart,87,2,SDB,S,6,0,0,1,0,7,18,6,2,2,0,S
1707,SKZ57U,6800,CarPlateMart,57,2,SKZ,U,6,0,0,0,0,5,18,6,2,1,0,S
1708,SGC1313s,6800,CarPlateMart,1313,4,SGC,s,8,0,0,0,0,5,18,6,2,12,0,S
1709,SLM73D,6800,CarPlateMart,73,2,SLM,D,6,0,0,0,0,17,18,6,2,2,0,S
1710,SDA6688Z,6800,CarPlateMart,6688,4,SDA,Z,8,0,1,1,0,2,18,6,2,35,1,S
1711,SLU6565U,6800,CarPlateMart,6565,4,SLU,U,8,0,0,0,0,5,18,6,2,35,0,S
1712,SJA64S,6800,CarPlateMart,64,2,SJA,S,6,0,0,0,0,7,18,6,2,2,0,S
1713,SFG6655M,6800,CarPlateMart,6655,4,SFG,M,8,0,1,0,0,10,18,6,2,35,1,S
1714,SKR57L,6800,CarPlateMart,57,2,SKR,L,6,0,0,0,0,11,18,6,2,1,0,S
1715,SCJ180A,6789,SGCarMart,180,3,SCJ,A,7,0,0,1,0,1,18,6,2,3,0,S
1716,SJP7778R,6778,Carplate,7778,4,SJP,R,8,0,1,1,0,8,18,6,2,40,1,S
1717,SGH700M,6700,Carplate,700,3,SGH,M,7,0,1,0,0,10,18,6,2,7,1,S
1718,SGA369Z,6666,Carplate,369,3,SGA,Z,7,0,0,0,0,2,18,6,2,5,0,S
1719,SKC1818E,6666,CarPlateMart,1818,4,SKC,E,8,0,0,1,0,16,18,6,2,14,0,S
1720,SLW6662L,6662,Carplate,6662,4,SLW,L,8,0,1,0,0,11,18,6,2,35,1,S
1721,FM666P,6660,Carplate,666,3,FM,P,6,1,1,0,0,9,5,6,2,7,1,F
1722,SLG6655S,6655,CarPlateMart,6655,4,SLG,S,8,0,1,0,0,7,18,6,2,35,1,S
1723,SKH116C,6600,Carplate,116,3,SKH,C,7,0,1,0,0,18,18,6,2,2,1,S
1724,SJU606Z,6600,CarPlateMart,606,3,SJU,Z,7,0,0,0,0,2,18,6,2,7,0,S
1725,SJT47S,6600,CarPlateMart,47,2,SJT,S,6,0,0,0,0,7,18,6,2,1,0,S
1726,SLM79M,6588,CarPlateMart,79,2,SLM,M,6,0,0,0,0,10,18,6,2,2,0,S
1727,SKA1555Z,6550,CarPlateMart,1555,4,SKA,Z,8,0,1,0,0,2,18,6,2,13,1,S
1728,SMM655M,6550,CarPlateMart,655,3,SMM,M,7,0,1,0,0,10,18,6,2,7,1,S
1729,SKS6655R,6500,Carplate,6655,4,SKS,R,8,0,1,0,0,8,18,6,2,35,1,S
1730,SGF987M,6500,Carplate,987,3,SGF,M,7,0,0,1,0,10,18,6,2,10,0,S
1731,SJV50X,6500,SGCarMart,50,2,SJV,X,6,0,0,0,0,4,18,6,2,1,0,S
1732,SNF34E,6500,SGCarMart,34,2,SNF,E,6,0,0,0,0,16,18,6,2,1,0,S
1733,SCA35J,6500,CarPlateMart,35,2,SCA,J,6,0,0,0,0,13,18,6,2,1,0,S
1734,SKS6655R,6500,CarPlateMart,6655,4,SKS,R,8,0,1,0,0,8,18,6,2,35,1,S
1735,SCV7373B,6500,CarPlateMart,7373,4,SCV,B,8,0,0,0,0,19,18,6,2,39,0,S
1736,SKL1288L,6500,CarPlateMart,1288,4,SKL,L,8,0,1,1,0,11,18,6,2,12,1,S
1737,SJF64R,6500,CarPlateMart,64,2,SJF,R,6,0,0,0,0,8,18,6,2,2,0,S
1738,SCK64Y,6400,Carplate,64,2,SCK,Y,6,0,0,0,0,3,18,6,2,2,0,S
1739,SMQ3338M,6400,SGCarMart,3338,4,SMQ,M,8,0,1,1,0,10,18,6,2,22,1,S
1740,SMQ878R,6400,SGCarMart,878,3,SMQ,R,7,0,0,1,0,8,18,6,2,9,0,S
1741,SMQ338H,6400,SGCarMart,338,3,SMQ,H,7,0,1,1,0,14,18,6,2,4,1,S
1742,SMX3388G,6388,Carplate,3388,4,SMX,G,8,0,1,1,0,15,18,6,2,22,1,S
1743,SBK8388Y,6388,Carplate,8388,4,SBK,Y,8,0,1,1,0,3,18,6,2,43,1,S
1744,SKG338J,6338,CarPlateMart,338,3,SKG,J,7,0,1,1,0,13,18,6,2,4,1,S
1745,SKC336K,6336,Carplate,336,3,SKC,K,7,0,1,0,0,12,18,6,2,4,1,S
1746,SMH6301X,6301,Carplate,6301,4,SMH,X,8,0,0,0,0,4,18,6,2,34,0,S
1747,SKV6363S,6300,Carplate,6363,4,SKV,S,8,0,0,0,0,7,18,6,2,34,0,S
1748,SCG600X,6300,Carplate,600,3,SCG,X,7,0,1,0,0,4,18,6,2,6,1,S
1749,SGL67L,6300,SGCarMart,67,2,SGL,L,6,0,0,0,0,11,18,6,2,2,0,S
1750,SJQ97M,6300,SGCarMart,97,2,SJQ,M,6,0,0,0,0,10,18,6,2,2,0,S
1751,SLQ6888J,6300,CarPlateMart,6888,4,SLQ,J,8,0,1,1,0,13,18,6,2,36,1,S
1752,SFD51K,6300,CarPlateMart,51,2,SFD,K,6,0,0,0,0,12,18,6,2,1,0,S
1753,SLJ120S,6288,Carplate,120,3,SLJ,S,7,0,0,0,0,7,18,6,2,2,0,S
1754,SNB60A,6288,SGCarMart,60,2,SNB,A,6,0,0,0,0,1,18,6,2,2,0,S
1755,SMJ50Z,6288,SGCarMart,50,2,SMJ,Z,6,0,0,0,0,2,18,6,2,1,0,S
1756,SBY628J,6280,Carplate,628,3,SBY,J,7,0,0,1,0,13,18,6,2,7,0,S
1757,SBQ7000R,6200,SGCarMart,7000,4,SBQ,R,8,0,1,0,0,8,18,6,2,37,1,S
1758,SGQ79B,6200,CarPlateMart,79,2,SGQ,B,6,0,0,0,0,19,18,6,2,2,0,S
1759,SKZ7788Y,6188,CarPlateMart,7788,4,SKZ,Y,8,0,1,1,0,3,18,6,2,40,1,S
1760,SMR6186J,6186,Carplate,6186,4,SMR,J,8,0,0,1,0,13,18,6,2,33,0,S
1761,SNB618S,6185,Carplate,618,3,SNB,S,7,0,0,1,0,7,18,6,2,7,0,S
1762,SMW46T,6100,SGCarMart,46,2,SMW,T,6,0,0,0,0,6,18,6,2,1,0,S
1763,SMV200U,6100,SGCarMart,200,3,SMV,U,7,0,1,0,0,5,18,6,2,3,1,S
1764,SDT48K,6100,CarPlateMart,48,2,SDT,K,6,0,0,1,0,12,18,6,2,1,0,S
1765,SMQ8088B,6088,CarPlateMart,8088,4,SMQ,B,8,0,1,1,0,19,18,6,2,42,1,S
1766,SBQ6767T,6000,Carplate,6767,4,SBQ,T,8,0,0,0,0,6,18,5,2,36,0,S
1767,SNF168C,6000,Carplate,168,3,SNF,C,7,0,0,1,0,18,18,5,2,3,0,S
1768,SCK2688J,6000,Carplate,2688,4,SCK,J,8,0,1,1,0,13,18,5,2,18,1,S
1769,SMK97J,6000,Carplate,97,2,SMK,J,6,0,0,0,0,13,18,5,2,2,0,S
1770,SNB113G,6000,Carplate,113,3,SNB,G,7,0,1,0,0,15,18,5,2,2,1,S
1771,SCY3399M,6000,Carplate,3399,4,SCY,M,8,0,1,0,0,10,18,5,2,22,1,S
1772,SKK5666H,6000,Carplate,5666,4,SKK,H,8,0,1,0,0,14,18,5,2,31,1,S
1773,SJZ4545M,6000,Carplate,4545,4,SJZ,M,8,0,0,0,0,10,18,5,2,26,0,S
1774,FL1010E,6000,Carplate,1010,4,FL,E,7,0,0,0,0,16,5,5,2,10,0,F
1775,SBT273A,6000,Carplate,273,3,SBT,A,7,0,0,0,0,1,18,5,2,4,0,S
1776,SKQ2828X,6000,Carplate,2828,4,SKQ,X,8,0,0,1,0,4,18,5,2,19,0,S
1777,SGC2008S,6000,Carplate,2008,4,SGC,S,8,0,1,1,0,7,18,5,2,15,1,S
1778,SKU1989A,6000,Carplate,1989,4,SKU,A,7,0,0,1,0,1,18,5,2,15,0,S
1779,SLV757S,6000,Carplate,757,3,SLV,S,7,0,0,0,0,7,18,5,2,8,0,S
1780,SDG2666G,6000,Carplate,2666,4,SDG,G,8,0,1,0,0,15,18,5,2,18,1,S
1781,SJR5444G,6000,Carplate,5444,4,SJR,G,8,0,1,0,0,15,18,5,2,30,1,S
1782,SJD3131X,6000,Carplate,3131,4,SJD,X,8,0,0,0,0,4,18,5,2,21,0,S
1783,SDP2011Z,6000,Carplate,2011,4,SDP,Z,8,0,1,0,0,2,18,5,2,15,1,S
1784,SKU485T,6000,Carplate,485,3,SKU,T,7,0,0,1,0,6,18,5,2,6,0,S
1785,SFU2882B,6000,Carplate,2882,4,SFU,B,8,0,1,1,0,19,18,5,2,19,1,S
1786,AZ246J,6000,Carplate,246,3,AZ,J,6,0,0,0,0,13,0,5,2,3,0,A
1787,SKC228P,6000,Carplate,228,3,SKC,P,7,0,1,1,0,9,18,5,2,3,1,S
1788,SMQ727T,6000,CarPlateMart,727,3,SMQ,T,7,0,0,0,0,6,18,5,2,8,0,S
1789,SKL7700Z,6000,CarPlateMart,7700,4,SKL,Z,8,0,1,0,0,2,18,5,2,40,1,S
1790,SMK444R,6000,CarPlateMart,444,3,SMK,R,7,1,1,0,0,8,18,5,2,5,1,S
1791,SCK2688J,6000,CarPlateMart,2688,4,SCK,J,8,0,1,1,0,13,18,5,2,18,1,S
1792,SGP191P,6000,CarPlateMart,191,3,SGP,P,7,0,0,0,0,9,18,5,2,3,0,S
1793,SNA5151T,6000,CarPlateMart,5151,4,SNA,T,8,0,0,0,0,6,18,5,2,29,0,S
1794,SNB113G,6000,CarPlateMart,113,3,SNB,G,7,0,1,0,0,15,18,5,2,2,1,S
1795,SKK5666H,6000,CarPlateMart,5666,4,SKK,H,8,0,1,0,0,14,18,5,2,31,1,S
1796,SMY62K,6000,CarPlateMart,62,2,SMY,K,6,0,0,0,0,12,18,5,2,2,0,S
1797,SBV7887R,6000,CarPlateMart,7887,4,SBV,R,8,0,1,1,0,8,18,5,2,41,1,S
1798,SKJ3222Z,6000,CarPlateMart,3222,4,SKJ,Z,8,0,1,0,0,2,18,5,2,21,1,S
1799,SBM7700A,6000,CarPlateMart,7700,4,SBM,A,8,0,1,0,0,1,18,5,2,40,1,S
1800,SJQ799X,6000,CarPlateMart,799,3,SJQ,X,7,0,1,0,0,4,18,5,2,8,1,S
1801,SDJ747D,6000,CarPlateMart,747,3,SDJ,D,7,0,0,0,0,17,18,5,2,8,0,S
1802,SJG520K,6000,CarPlateMart,520,3,SJG,K,7,0,0,0,0,12,18,5,2,6,0,S
1803,SJU233R,6000,CarPlateMart,233,3,SJU,R,7,0,1,0,0,8,18,5,2,3,1,S
1804,SGV6888S,6000,CarPlateMart,6888,4,SGV,S,8,0,1,1,0,7,18,5,2,36,1,S
1805,SJU9595L,6000,CarPlateMart,9595,4,SJU,L,8,0,0,0,0,11,18,5,2,49,0,S
1806,SJF6661C,5999,Carplate,6661,4,SJF,C,8,0,1,0,0,18,18,5,2,35,1,S
1807,SJQ799X,5999,Carplate,799,3,SJQ,X,7,0,1,0,0,4,18,5,2,8,1,S
1808,SGT3999K,5999,CarPlateMart,3999,4,SGT,K,8,0,1,0,0,12,18,5,2,25,1,S
1809,SBZ808B,5988,SGCarMart,808,3,SBZ,B,7,0,0,1,0,19,18,5,2,8,0,S
1810,SMQ108E,5900,Carplate,108,3,SMQ,E,7,0,0,1,0,16,18,5,2,2,0,S
1811,SFA59E,5900,Carplate,59,2,SFA,E,6,0,0,0,0,16,18,5,2,2,0,S
1812,SKP8670A,5900,CarPlateMart,8670,4,SKP,A,8,0,0,1,0,1,18,5,2,44,0,S
1813,SBL898P,5888,Carplate,898,3,SBL,P,7,0,0,1,0,9,18,5,2,9,0,S
1814,SKG8288S,5888,Carplate,8288,4,SKG,S,8,0,1,1,0,7,18,5,2,43,1,S
1815,SDJ8887E,5888,Carplate,8887,4,SDJ,E,8,0,1,1,0,16,18,5,2,45,1,S
1816,SMR588Y,5888,Carplate,588,3,SMR,Y,7,0,1,1,0,3,18,5,2,6,1,S
1817,SMP3311U,5888,Carplate,3311,4,SMP,U,8,0,1,0,0,5,18,5,2,22,1,S
1818,SGT64C,5888,Carplate,64,2,SGT,C,6,0,0,0,0,18,18,5,2,2,0,S
1819,SBJ927A,5888,Carplate,927,3,SBJ,A,7,0,0,0,0,1,18,5,2,9,0,S
1820,SME7171M,5888,Carplate,7171,4,SME,M,8,0,0,0,0,10,18,5,2,38,0,S
1821,FBM11B,5888,Carplate,11,2,FBM,B,6,1,1,0,0,19,5,5,2,1,1,F
1822,SBU8688D,5888,Carplate,8688,4,SBU,D,8,0,1,1,0,17,18,5,2,44,1,S
1823,SME118P,5888,Carplate,118,3,SME,P,7,0,1,1,0,9,18,5,2,2,1,S
1824,SLJ595E,5888,Carplate,595,3,SLJ,E,7,0,0,0,0,16,18,5,2,6,0,S
1825,SML8800M,5888,Carplate,8800,4,SML,M,8,0,1,1,0,10,18,5,2,45,1,S
1826,SLG8999L,5888,Carplate,8999,4,SLG,L,8,0,1,1,0,11,18,5,2,46,1,S
1827,SNC4444U,5888,Carplate,4444,4,SNC,U,8,1,1,0,0,5,18,5,2,26,1,S
1828,SLH53M,5888,Carplate,53,2,SLH,M,6,0,0,0,0,10,18,5,2,1,0,S
1829,SMS661M,5888,Carplate,661,3,SMS,M,7,0,1,0,0,10,18,5,2,7,1,S
1830,SFS9991J,5888,Carplate,9991,4,SFS,J,8,0,1,0,0,13,18,5,2,50,1,S
1831,SKE238A,5888,Carplate,238,3,SKE,A,7,0,0,1,0,1,18,5,2,3,0,S
1832,SBJ2211T,5888,Carplate,2211,4,SBJ,T,8,0,1,0,0,6,18,5,2,16,1,S
1833,SKK7979S,5888,Carplate,7979,4,SKK,S,8,0,0,0,0,7,18,5,2,41,0,S
1834,SGD8885G,5888,Carplate,8885,4,SGD,G,8,0,1,1,0,15,18,5,2,45,1,S
1835,SMV9888B,5888,Carplate,9888,4,SMV,B,8,0,1,1,0,19,18,5,2,50,1,S
1836,SJG7626T,5888,Carplate,7626,4,SJG,T,8,0,0,0,0,6,18,5,2,40,0,S
1837,SMF79M,5888,Carplate,79,2,SMF,M,6,0,0,0,0,10,18,5,2,2,0,S
1838,SMN3690K,5888,Carplate,3690,4,SMN,K,8,0,0,0,0,12,18,5,2,23,0,S
1839,SLK990S,5888,Carplate,990,3,SLK,S,7,0,1,0,0,7,18,5,2,10,1,S
1840,SLN5888G,5888,Carplate,5888,4,SLN,G,8,0,1,1,0,15,18,5,2,32,1,S
1841,SLC1331E,5888,Carplate,1331,4,SLC,E,8,0,1,0,0,16,18,5,2,12,1,S
1842,SMQ9966K,5888,Carplate,9966,4,SMQ,K,8,0,1,0,0,12,18,5,2,50,1,S
1843,SGB64Y,5888,Carplate,64,2,SGB,Y,6,0,0,0,0,3,18,5,2,2,0,S
1844,SDU8585T,5888,Carplate,8585,4,SDU,T,8,0,0,1,0,6,18,5,2,44,0,S
1845,SLW335X,5888,Carplate,335,3,SLW,X,7,0,1,0,0,4,18,5,2,4,1,S
1846,SMK988M,5888,Carplate,988,3,SMK,M,7,0,1,1,0,10,18,5,2,10,1,S
1847,SBD7733C,5888,Carplate,7733,4,SBD,C,8,0,1,0,0,18,18,5,2,40,1,S
1848,SGH2323E,5888,Carplate,2323,4,SGH,E,8,0,0,0,0,16,18,5,2,16,0,S
1849,SLB5005B,5888,Carplate,5005,4,SLB,B,8,0,1,0,0,19,18,5,2,28,1,S
1850,SJS56X,5888,Carplate,56,2,SJS,X,6,0,0,0,0,4,18,5,2,1,0,S
1851,SDD718U,5888,Carplate,718,3,SDD,U,7,0,0,1,0,5,18,5,2,7,0,S
1852,SMM133C,5888,Carplate,133,3,SMM,C,7,0,1,0,0,18,18,5,2,2,1,S
1853,SFC8338L,5888,Carplate,8338,4,SFC,L,8,0,1,1,0,11,18,5,2,43,1,S
1854,SKV8555S,5888,Carplate,8555,4,SKV,S,8,0,1,1,0,7,18,5,2,44,1,S
1855,SJA1755A,5888,Carplate,1755,4,SJA,A,8,0,1,0,0,1,18,5,2,14,1,S
1856,SMK818X,5888,Carplate,818,3,SMK,X,7,0,0,1,0,4,18,5,2,8,0,S
1857,SDN8288M,5888,Carplate,8288,4,SDN,M,8,0,1,1,0,10,18,5,2,43,1,S
1858,SLR776H,5888,Carplate,776,3,SLR,H,7,0,1,0,0,14,18,5,2,8,1,S
1859,SME400Z,5888,Carplate,400,3,SME,Z,7,0,1,0,0,2,18,5,2,5,1,S
1860,SDX500A,5888,Carplate,500,3,SDX,A,7,0,1,0,0,1,18,5,2,6,1,S
1861,SLP292Y,5888,Carplate,292,3,SLP,Y,7,0,0,0,0,3,18,5,2,4,0,S
1862,SLS441T,5888,Carplate,441,3,SLS,T,7,0,1,0,0,6,18,5,2,5,1,S
1863,SGR809G,5888,Carplate,809,3,SGR,G,7,0,0,1,0,15,18,5,2,8,0,S
1864,SMU46D,5888,SGCarMart,46,2,SMU,D,6,0,0,0,0,17,18,5,2,1,0,S
1865,SBB1686E,5888,SGCarMart,1686,4,SBB,E,8,0,0,1,0,16,18,5,2,13,0,S
1866,SNB65L,5888,SGCarMart,65,2,SNB,L,6,0,0,0,0,11,18,5,2,2,0,S
1867,SFQ30C,5888,SGCarMart,30,2,SFQ,C,6,0,0,0,0,18,18,5,2,1,0,S
1868,SGS3377K,5888,SGCarMart,3377,4,SGS,K,8,0,1,0,0,12,18,5,2,22,1,S
1869,SMH1118S,5888,SGCarMart,1118,4,SMH,S,8,0,1,1,0,7,18,5,2,11,1,S
1870,SMH828H,5888,SGCarMart,828,3,SMH,H,7,0,0,1,0,14,18,5,2,8,0,S
1871,SMH108C,5888,SGCarMart,108,3,SMH,C,7,0,0,1,0,18,18,5,2,2,0,S
1872,SNF328H,5888,SGCarMart,328,3,SNF,H,7,0,0,1,0,14,18,5,2,4,0,S
1873,SNF458R,5888,SGCarMart,458,3,SNF,R,7,0,0,1,0,8,18,5,2,5,0,S
1874,SNF360M,5888,SGCarMart,360,3,SNF,M,7,0,0,0,0,10,18,5,2,4,0,S
1875,SNF348A,5888,SGCarMart,348,3,SNF,A,7,0,0,1,0,1,18,5,2,4,0,S
1876,SNE6000T,5888,SGCarMart,6000,4,SNE,T,8,0,1,0,0,6,18,5,2,32,1,S
1877,SND500L,5888,SGCarMart,500,3,SND,L,7,0,1,0,0,11,18,5,2,6,1,S
1878,SJE778U,5888,CarPlateMart,778,3,SJE,U,7,0,1,1,0,5,18,5,2,8,1,S
1879,SMV9797E,5888,CarPlateMart,9797,4,SMV,E,8,0,0,0,0,16,18,5,2,49,0,S
1880,SFJ5588P,5888,CarPlateMart,5588,4,SFJ,P,8,0,1,1,0,9,18,5,2,31,1,S
1881,SLU5888U,5888,CarPlateMart,5888,4,SLU,U,8,0,1,1,0,5,18,5,2,32,1,S
1882,SDQ2888E,5888,CarPlateMart,2888,4,SDQ,E,8,0,1,1,0,16,18,5,2,19,1,S
1883,SFT8808H,5888,CarPlateMart,8808,4,SFT,H,8,0,1,1,0,14,18,5,2,45,1,S
1884,SCK878R,5888,CarPlateMart,878,3,SCK,R,7,0,0,1,0,8,18,5,2,9,0,S
1885,SKW4888C,5888,CarPlateMart,4888,4,SKW,C,8,0,1,1,0,18,18,5,2,28,1,S
1886,SKE8880S,5888,CarPlateMart,8880,4,SKE,S,8,0,1,1,0,7,18,5,2,45,1,S
1887,SMD785T,5888,CarPlateMart,785,3,SMD,T,7,0,0,1,0,6,18,5,2,8,0,S
1888,SGS8883H,5888,CarPlateMart,8883,4,SGS,H,8,0,1,1,0,14,18,5,2,45,1,S
1889,SML79G,5888,CarPlateMart,79,2,SML,G,6,0,0,0,0,15,18,5,2,2,0,S
1890,SCP1188R,5888,CarPlateMart,1188,4,SCP,R,8,0,1,1,0,8,18,5,2,11,1,S
1891,SGQ8778P,5888,CarPlateMart,8778,4,SGQ,P,8,0,1,1,0,9,18,5,2,45,1,S
1892,SMF79M,5888,CarPlateMart,79,2,SMF,M,6,0,0,0,0,10,18,5,2,2,0,S
1893,SMP41T,5888,CarPlateMart,41,2,SMP,T,6,0,0,0,0,6,18,5,2,1,0,S
1894,SGD8333H,5888,CarPlateMart,8333,4,SGD,H,8,0,1,1,0,14,18,5,2,43,1,S
1895,SGA59T,5888,CarPlateMart,59,2,SGA,T,6,0,0,0,0,6,18,5,2,2,0,S
1896,SJY523H,5888,CarPlateMart,523,3,SJY,H,7,0,0,0,0,14,18,5,2,6,0,S
1897,SDG112B,5888,CarPlateMart,112,3,SDG,B,7,0,1,0,0,19,18,5,2,2,1,S
1898,SBF54P,5888,CarPlateMart,54,2,SBF,P,6,0,0,0,0,9,18,5,2,1,0,S
1899,SDM8100B,5888,CarPlateMart,8100,4,SDM,B,8,0,1,1,0,19,18,5,2,42,1,S
1900,SKL8228P,5888,CarPlateMart,8228,4,SKL,P,8,0,1,1,0,9,18,5,2,42,1,S
1901,SDG6565M,5888,CarPlateMart,6565,4,SDG,M,8,0,0,0,0,10,18,5,2,35,0,S
1902,SLM8886Y,5886,CarPlateMart,8886,4,SLM,Y,8,0,1,1,0,3,18,5,2,45,1,S
1903,SMT3858M,5838,Carplate,3858,4,SMT,M,8,0,0,1,0,10,18,5,2,24,0,S
1904,SDU2888J,5800,Carplate,2888,4,SDU,J,8,0,1,1,0,13,18,5,2,19,1,S
1905,SBG686K,5800,Carplate,686,3,SBG,K,7,0,0,1,0,12,18,5,2,7,0,S
1906,SKD138K,5800,Carplate,138,3,SKD,K,7,0,0,1,0,12,18,5,2,2,0,S
1907,FBS8585C,5800,Carplate,8585,4,FBS,C,8,0,0,1,0,18,5,5,2,44,0,F
1908,SDR1630H,5800,Carplate,1630,4,SDR,H,8,0,0,0,0,14,18,5,2,13,0,S
1909,SKK578L,5800,Carplate,578,3,SKK,L,7,0,0,1,0,11,18,5,2,6,0,S
1910,SLX1118U,5800,Carplate,1118,4,SLX,U,8,0,1,1,0,5,18,5,2,11,1,S
1911,SLQ7778L,5800,Carplate,7778,4,SLQ,L,8,0,1,1,0,11,18,5,2,40,1,S
1912,SKM975U,5800,Carplate,975,3,SKM,U,7,0,0,0,0,5,18,5,2,10,0,S
1913,SGW6000G,5800,Carplate,6000,4,SGW,G,8,0,1,0,0,15,18,5,2,32,1,S
1914,SKA979R,5800,Carplate,979,3,SKA,R,7,0,0,0,0,8,18,5,2,10,0,S
1915,SDA899X,5800,SGCarMart,899,3,SDA,X,7,0,1,1,0,4,18,5,2,9,1,S
1916,SNC62P,5800,SGCarMart,62,2,SNC,P,6,0,0,0,0,9,18,5,2,2,0,S
1917,SNC50Z,5800,SGCarMart,50,2,SNC,Z,6,0,0,0,0,2,18,5,2,1,0,S
1918,SMY300Z,5800,SGCarMart,300,3,SMY,Z,7,0,1,0,0,2,18,5,2,4,1,S
1919,SDB87S,5800,SGCarMart,87,2,SDB,S,6,0,0,1,0,7,18,5,2,2,0,S
1920,SDE46U,5800,SGCarMart,46,2,SDE,U,6,0,0,0,0,5,18,5,2,1,0,S
1921,SML108G,5800,SGCarMart,108,3,SML,G,7,0,0,1,0,15,18,5,2,2,0,S
1922,SML71C,5800,SGCarMart,71,2,SML,C,6,0,0,0,0,18,18,5,2,2,0,S
1923,SJT79A,5800,SGCarMart,79,2,SJT,A,6,0,0,0,0,1,18,5,2,2,0,S
1924,SLW95M,5800,SGCarMart,95,2,SLW,M,6,0,0,0,0,10,18,5,2,2,0,S
1925,SNE42L,5800,SGCarMart,42,2,SNE,L,6,0,0,0,0,11,18,5,2,1,0,S
1926,SNE60J,5800,SGCarMart,60,2,SNE,J,6,0,0,0,0,13,18,5,2,2,0,S
1927,SBW3263T,5800,SGCarMart,3263,4,SBW,T,8,0,0,0,0,6,18,5,2,21,0,S
1928,SND67X,5800,SGCarMart,67,2,SND,X,6,0,0,0,0,4,18,5,2,2,0,S
1929,SJV303S,5800,CarPlateMart,303,3,SJV,S,7,0,0,0,0,7,18,5,2,4,0,S
1930,SDU2888J,5800,CarPlateMart,2888,4,SDU,J,8,0,1,1,0,13,18,5,2,19,1,S
1931,SKD138K,5800,CarPlateMart,138,3,SKD,K,7,0,0,1,0,12,18,5,2,2,0,S
1932,SKC1000Y,5800,CarPlateMart,1000,4,SKC,Y,8,0,1,0,0,3,18,5,2,10,1,S
1933,SLS330E,5800,CarPlateMart,330,3,SLS,E,7,0,1,0,0,16,18,5,2,4,1,S
1934,SGB5454Y,5800,CarPlateMart,5454,4,SGB,Y,8,0,0,0,0,3,18,5,2,30,0,S
1935,SGT3773U,5800,CarPlateMart,3773,4,SGT,U,8,0,1,0,0,5,18,5,2,24,1,S
1936,SLA330A,5800,CarPlateMart,330,3,SLA,A,7,0,1,0,0,1,18,5,2,4,1,S
1937,SDE133B,5800,CarPlateMart,133,3,SDE,B,7,0,1,0,0,19,18,5,2,2,1,S
1938,SKN85B,5800,CarPlateMart,85,2,SKN,B,6,0,0,1,0,19,18,5,2,2,0,S
1939,SJC3335E,5800,CarPlateMart,3335,4,SJC,E,8,0,1,0,0,16,18,5,2,22,1,S
1940,GZ57S,5788,SGCarMart,57,2,GZ,S,5,0,0,0,0,7,6,5,2,1,0,G
1941,SKL4444H,5777,SGCarMart,4444,4,SKL,H,8,1,1,0,0,14,18,5,2,26,1,S
1942,SMY7778H,5777,CarPlateMart,7778,4,SMY,H,8,0,1,1,0,14,18,5,2,40,1,S
1943,SCK5577B,5700,SGCarMart,5577,4,SCK,B,8,0,1,0,0,19,18,5,2,31,1,S
1944,SLC57D,5700,CarPlateMart,57,2,SLC,D,6,0,0,0,0,17,18,5,2,1,0,S
1945,SLF47S,5700,CarPlateMart,47,2,SLF,S,6,0,0,0,0,7,18,5,2,1,0,S
1946,SKF53K,5700,CarPlateMart,53,2,SKF,K,6,0,0,0,0,12,18,5,2,1,0,S
1947,SJL6976M,5688,Carplate,6976,4,SJL,M,8,0,0,0,0,10,18,5,2,37,0,S
1948,SKE232R,5688,Carplate,232,3,SKE,R,7,0,0,0,0,8,18,5,2,3,0,S
1949,SKL8718S,5688,CarPlateMart,8718,4,SKL,S,8,0,0,1,0,7,18,5,2,44,0,S
1950,SMC7468T,5665,CarPlateMart,7468,4,SMC,T,8,0,0,1,0,6,18,5,2,39,0,S
1951,SJM5658H,5658,Carplate,5658,4,SJM,H,8,0,0,1,0,14,18,5,2,31,0,S
1952,SGS565D,5656,Carplate,565,3,SGS,D,7,0,0,0,0,17,18,5,2,6,0,S
1953,SBN400V,5600,CarPlateMart,400,3,SBN,V,7,0,1,0,0,17,18,5,2,5,1,S
1954,SKU79H,5600,CarPlateMart,79,2,SKU,H,6,0,0,0,0,14,18,5,2,2,0,S
1955,SNB3434K,5588,Carplate,3434,4,SNB,K,8,0,0,0,0,12,18,5,2,22,0,S
1956,SMY40Z,5588,Carplate,40,2,SMY,Z,6,0,0,0,0,2,18,5,2,1,0,S
1957,SME9969R,5588,Carplate,9969,4,SME,R,8,0,1,0,0,8,18,5,2,50,1,S
